State, County, FIPS, Total,Commercial,Industrial,Residential,Electricity Prod,Onroad,Cement,Aircraft,Airborne,Nonroad,Pop 2000,Total per capita,Commercial per capita,Industrial per capita,Residential per capita,Electricity Prod per capita,Onroad per capita,Cement per capita,Aircraft per capita,Unknown per capita,Nonroad per capita,Transport per capita
GA,Miller,13201,0.020598535,0.000432562,8.62735E-05,0.0006975,0,0.016949795,0,0,0,0.002432404,6383,3.227093001,0.067767835,0.013516137,0.109274687,0,2.655458964,0,0,0,0.381075377,3.036534341
GA,Mitchell,13205,0.113661944,0.001324274,0.031131157,0.003002013,0.023102144,0.044723761,0,0.001288289,0.003238352,0.005851955,23932,4.749370881,0.055334854,1.300817186,0.125439281,0.965324414,1.868784934,0,0.053831215,0.135314731,0.244524265,2.302455146
GA,Monroe,13207,5.587750108,0.001059891,0.003287879,0.005027958,5.450938016,0.124777171,0,0,0,0.002659194,21757,256.8253945,0.04871495,0.151118203,0.231096106,250.5372071,5.735035653,0,0,0,0.122222459,5.857258112
GA,Montgomery,13209,0.021584227,0.000331606,0.001680172,0.001071798,0,0.016847686,0,0,0,0.001652965,8270,2.609942827,0.040097425,0.20316475,0.129600723,0,2.037205056,0,0,0,0.199874872,2.237079928
GA,Morgan,13211,0.094411236,0.002120662,0.013713937,0.002935803,0,0.070564138,0,0.000392115,0.000985651,0.00369893,15457,6.107992237,0.137197539,0.887231468,0.18993354,0,4.565189748,0,0.025368144,0.063767293,0.239304507,4.89362969
GA,Murray,13213,0.228344163,0.001492716,0.059947986,0.005201346,0.092749275,0.064571664,0,0,0,0.004381176,36506,6.254976253,0.04088962,1.642140623,0.142479197,2.540658391,1.768795923,0,0,0,0.1200125,1.888808423
GA,Muscogee,13215,0.46294262,0.030363978,0.139824665,0.055666032,0,0.197789326,0,0.005521099,0.013878304,0.019899217,186291,2.485050917,0.162992189,0.750571228,0.298812243,0,1.061722394,0,0.029636959,0.074497986,0.106817918,1.272675257
GA,Newton,13217,0.21721778,0.003975451,0.045388857,0.013377252,0,0.12500021,0,0.004513681,0.011345974,0.013616355,62001,3.503456075,0.064119139,0.732066537,0.215758649,0,2.016099901,0,0.072800137,0.182996633,0.219615079,2.49151175
GA,Oconee,13219,0.091247955,0.001752574,0.009053502,0.004922633,0,0.069567685,0,0,0,0.005951561,26225,3.479426327,0.066828371,0.345224108,0.187707664,0,2.652723933,0,0,0,0.226942252,2.879666185
GA,Oglethorpe,13221,0.031956139,0.000237886,0.000962609,0.002668984,0,0.025859492,0,0,0,0.002227168,12635,2.529176023,0.018827541,0.076185877,0.211237333,0,2.046655514,0,0,0,0.176269758,2.222925272
GA,Paulding,13223,0.154374859,0.002831092,0.010625529,0.022991804,0,0.105903437,0,0,0,0.012022997,81678,1.890042106,0.034661625,0.130090461,0.28149323,0,1.296596849,0,0,0,0.147199942,1.443796791
GA,Peach,13225,0.122111274,0.001384745,0.029877545,0.00451464,0,0.0759364,0,0.001932433,0.004857526,0.003607986,23668,5.159340644,0.058507055,1.26236035,0.190748686,0,3.208399507,0,0.081647498,0.205236015,0.152441533,3.647724553
GA,Pickens,13227,0.077097325,0.001288996,0.012325114,0.007122993,0,0.049616097,0,0.000637074,0.001601403,0.004505648,22983,3.354537039,0.056084752,0.536270878,0.309924436,0,2.158817237,0,0.027719364,0.069677721,0.196042651,2.452256973
GA,Pierce,13229,0.047506773,0.000760374,0.003450884,0.002094289,0,0.03851446,0,0,0,0.002686767,15636,3.038294511,0.048629672,0.220701181,0.133940178,0,2.463191362,0,0,0,0.171832119,2.635023481
GA,Pike,13231,0.033402137,0.000370537,0.001317007,0.002727934,0,0.027499442,0,0,0,0.001487217,13688,2.440249669,0.02707023,0.096216203,0.199293819,0,2.009018235,0,0,0,0.108651182,2.117669417
GA,Polk,13233,0.139248908,0.002173125,0.025274193,0.011811954,0.025993912,0.065819584,0,0.001270613,0.003193921,0.003711608,38127,3.652238789,0.056996997,0.662894869,0.309805498,0.681771756,1.726324749,0,0.033325811,0.083770575,0.097348533,1.940769669
GA,Pulaski,13235,0.027102904,0.000841226,0.003396928,0.002082783,0,0.018678634,0,0,0,0.002103333,9588,2.826752649,0.087737419,0.354289553,0.21722813,0,1.948126162,0,0,0,0.219371386,2.167497548
GA,Putnam,13237,2.302766295,0.001163654,0.019796832,0.003817261,2.226153826,0.047598098,0,0,0,0.004236624,18812,122.4094352,0.061857003,1.052351289,0.202916255,118.3369033,2.530198711,0,0,0,0.225208609,2.755407319
GA,Quitman,13239,0.009041172,0.000108055,0.00054009,0.00044759,0,0.006682866,0,0,0,0.001262571,2598,3.480050664,0.041591566,0.207886664,0.172282555,0,2.572311826,0,0,0,0.485978054,3.058289879
GA,Rabun,13241,0.060987245,0.001347809,0.017511698,0.003572587,0,0.034629931,0,0,0,0.00392522,15050,4.052308605,0.089555428,1.163567995,0.237381165,0,2.300992065,0,0,0,0.260811952,2.561804017
GA,Randolph,13243,0.026852333,0.000490068,0.003904833,0.001714414,0,0.01744514,0,0.000214715,0.000539726,0.002543437,7791,3.446583685,0.062901811,0.501197966,0.220050578,0,2.239140054,0,0.027559334,0.069275587,0.326458354,2.662433329
GA,Richmond,13245,0.912962965,0.028836599,0.512356218,0.05407448,0,0.260371166,0,0.010993647,0.027634558,0.018696297,199775,4.569956024,0.144345383,2.564666342,0.270676909,0,1.303322066,0,0.055030143,0.138328411,0.09358677,1.590267391
GA,Rockdale,13247,0.240235315,0.012720629,0.061862653,0.020559864,0,0.134226915,0,0,0,0.010865253,70111,3.426499625,0.181435562,0.882353031,0.293247341,0,1.914491526,0,0,0,0.154972165,2.069463691
GA,Schley,13249,0.016032343,0.000171924,0.005912096,0.000825657,0,0.008370395,0,0,0,0.000752272,3766,4.257127619,0.045651614,1.569860732,0.219239724,0,2.222622036,0,0,0,0.199753512,2.422375548
GA,Screven,13251,0.056053841,0.000658237,0.011123935,0.002127369,0,0.03409294,0,0.001199259,0.003014558,0.003837543,15374,3.646015393,0.042814936,0.723555036,0.138374455,0,2.217571213,0,0.078005662,0.196081551,0.249612539,2.741270966
GA,Seminole,13253,0.030578309,0.000592931,0.000826245,0.000961519,0,0.019774193,0,0.001344577,0.003379842,0.003699005,9369,3.263775162,0.06328644,0.088189195,0.10262767,0,2.110598029,0,0.143513359,0.360747307,0.394813162,3.009671857
GA,Spalding,13255,0.19527178,0.005814195,0.049135877,0.018469485,0,0.10222796,0,0.003723462,0.009359609,0.006541192,58417,3.342721802,0.099529155,0.841122903,0.316166273,0,1.749969351,0,0.063739362,0.160220646,0.111974111,2.085903471
GA,Stephens,13257,0.101632311,0.00246513,0.033892144,0.007368346,0,0.043470856,0,0.003220722,0.008095878,0.003119235,25435,3.995766105,0.096918825,1.332500253,0.289693181,0,1.709095977,0,0.12662558,0.318296762,0.122635526,2.276653845
GA,Stewart,13259,0.026167319,0.000342677,0.002333587,0.001482044,0,0.018657594,0,0,0,0.003351416,5252,4.982353221,0.065246966,0.444323574,0.282186644,0,3.552474085,0,0,0,0.638121952,4.190596037
GA,Sumter,13261,0.099984543,0.006038557,0.027592092,0.005269588,0,0.050000413,0,0.001488863,0.003742532,0.005852497,33200,3.011582616,0.181884246,0.831087117,0.158722534,0,1.506036551,0,0.044845273,0.112726874,0.176280021,1.839888719
GA,Talbot,13263,0.053640074,0.000113692,8.62735E-05,0.001833163,0.028275905,0.022277379,0,0,0,0.001053662,6498,8.254859085,0.017496412,0.013276932,0.28211191,4.35147818,3.428343923,0,0,0,0.162151728,3.590495652
GA,Taliaferro,13265,0.019290295,5.88765E-05,8.62735E-05,0.000702541,0,0.017962028,0,0,0,0.000480576,2077,9.287575957,0.028346877,0.041537557,0.338248055,0,8.648063578,0,0,0,0.231379891,8.879443469
GA,Tattnall,13267,0.048254767,0.001114825,0.002287564,0.002390588,0,0.037849699,0,0.000555115,0.001395384,0.002661593,22305,2.163405841,0.049980928,0.102558364,0.107177219,0,1.696915427,0,0.024887457,0.062559243,0.119327203,1.90368933
GA,Taylor,13269,0.034138567,0.0004003,0.001516441,0.002301537,0,0.02541307,0,0.00080518,0.002023968,0.001678071,8815,3.872781253,0.04541127,0.172029557,0.261093223,0,2.882934723,0,0.091342077,0.22960504,0.190365364,3.394247204
GA,Telfair,13271,0.045071095,0.000720005,0.017336939,0.002274273,0,0.022317516,0,0,0,0.002422363,11794,3.821527486,0.061048414,1.469979576,0.192833022,0,1.892277048,0,0,0,0.205389425,2.097666474
GA,Terrell,13273,0.050425229,0.00057677,0.00782899,0.002282221,0,0.027595791,0,0.002576577,0.006476704,0.003088175,10970,4.596648022,0.052577035,0.713672749,0.208041987,0,2.515568953,0,0.234874868,0.590401485,0.281510946,3.622356251
GA,Thomas,13275,0.150664948,0.01426038,0.03991152,0.005926727,0,0.08000393,0,0.000898397,0.00225829,0.007405705,42737,3.525398319,0.333677598,0.933886784,0.138679066,0,1.872006216,0,0.021021537,0.052841563,0.173285553,2.11915487
GA,Tift,13277,0.157656546,0.005380651,0.037376129,0.005100535,0,0.098240028,0,0.001246128,0.003132373,0.0071807,38407,4.104890922,0.140095592,0.973159306,0.132802237,0,2.557867776,0,0.032445348,0.081557357,0.186963306,2.858833787
GA,Toombs,13279,0.081509283,0.002873216,0.019533975,0.00305182,0,0.045989996,0,0.001987416,0.004995741,0.003077118,26067,3.126914615,0.110224286,0.749375664,0.117075997,0,1.764299544,0,0.076242618,0.191650012,0.118046494,2.150238668
GA,Towns,13281,0.025028976,0.000727871,0.000889955,0.002565324,0,0.018562482,0,0,0,0.002283344,9319,2.685800639,0.078106092,0.095499005,0.275278909,0,1.991896341,0,0,0,0.245020292,2.236916633
GA,Treutlen,13283,0.031523679,0.000258891,0.001416622,0.001430237,0,0.027407536,0,0,0,0.001010392,6854,4.599311145,0.037772253,0.206685497,0.208671861,0,3.998765131,0,0,0,0.147416402,4.146181534
GA,Troup,13285,0.275643673,0.008235312,0.093757859,0.012964114,0,0.143965971,0,0.001781634,0.004478467,0.010460316,58779,4.689492381,0.14010636,1.595091085,0.220556896,0,2.449275608,0,0.030310729,0.07619162,0.177960083,2.733738039
GA,Turner,13287,0.060745525,0.000516732,0.003096196,0.001625107,0,0.050986004,0,0.000483108,0.001214384,0.002823994,9504,6.391574603,0.054369987,0.325778216,0.170991854,0,5.364688931,0,0.050832096,0.127776064,0.297137455,5.840434546
GA,Twiggs,13289,0.071001288,0.000246398,0.019743648,0.002482843,0,0.047461071,0,0,0,0.001067328,10590,6.704559795,0.023267037,1.864367159,0.234451641,0,4.481687559,0,0,0,0.100786399,4.582473959
GA,Union,13291,0.053599996,0.001205042,0.003187681,0.004837256,0,0.038477714,0,0.000658546,0.001655375,0.003578382,17289,3.100236913,0.069699949,0.184376253,0.279788084,0,2.225560437,0,0.03809044,0.095747283,0.206974465,2.566372626
GA,Upson,13293,0.169603261,0.001920459,0.034120178,0.008811283,0.072422074,0.041059018,0,0.002447748,0.00615287,0.002669632,27597,6.14571371,0.069589402,1.236372715,0.319284104,2.624273425,1.487807285,0,0.088696178,0.222954289,0.096736312,1.896194065
GA,Walker,13295,0.17575914,0.005173587,0.069358998,0.012041021,0,0.081114296,0,0.000697823,0.001754105,0.00561931,61053,2.878796132,0.084739276,1.136045699,0.197222432,0,1.328588208,0,0.011429791,0.028730863,0.092039863,1.460788724
GA,Walton,13297,0.216236968,0.003243306,0.021349758,0.010232074,0.057480869,0.107363818,0,0.001288289,0.003238352,0.012040502,60687,3.563151391,0.05344317,0.351801179,0.168604055,0.947169394,1.769140314,0,0.021228412,0.053361546,0.198403321,2.042133592
GA,Ware,13299,0.11185605,0.00437567,0.020148385,0.006106507,0,0.069173125,0,0.001897082,0.004768663,0.005386617,35483,3.152384234,0.123317369,0.567832074,0.172096681,0,1.94947228,0,0.053464534,0.134392897,0.151808399,2.28913811
GA,Warren,13301,0.040949497,0.000240559,0.007365061,0.001733321,0,0.03034955,0,0,0,0.001261007,6336,6.462988842,0.037967029,1.16241487,0.27356711,0,4.790017339,0,0,0,0.199022494,4.989039834
GA,Washington,13303,0.141161772,0.001583394,0.081963483,0.005332722,0.00417346,0.04161486,0,0.001111279,0.002793405,0.002589168,21176,6.66612069,0.074773056,3.870583817,0.251828595,0.197084431,1.965189843,0,0.05247825,0.131913729,0.122268969,2.271850791
GA,Wayne,13305,0.105042293,0.002329338,0.041705742,0.003754024,0,0.051714341,0,0.000536787,0.001349315,0.003652745,26565,3.954161211,0.087684478,1.569950769,0.141314669,0,1.946709611,0,0.020206548,0.05079297,0.137502167,2.155211296
GA,Webster,13307,0.014278797,5.85519E-05,0.001584666,0.000562559,0,0.010867749,0,0,0,0.00120527,2390,5.974391943,0.024498722,0.663040164,0.235380416,0,4.547175407,0,0,0,0.504297235,5.051472641
GA,Wheeler,13309,0.021774231,0.000532729,8.62735E-05,0.000972301,0,0.017323302,0,0.000536787,0.001349315,0.000973524,6179,3.523908533,0.086215982,0.013962373,0.157355703,0,2.803576942,0,0.086872785,0.218371134,0.157553614,3.266374475
GA,White,13311,0.048762639,0.001562389,0.005848502,0.003659778,0,0.034147556,0,0,0,0.003544414,19944,2.444977889,0.078338819,0.293246213,0.183502684,0,1.712171881,0,0,0,0.177718293,1.889890174
GA,Whitfield,13313,0.72188156,0.012145245,0.47318522,0.010843631,0,0.201762355,0,0.003003003,0.007548603,0.013393503,83525,8.642700514,0.145408502,5.665192698,0.129824974,0,2.415592396,0,0.035953347,0.090375373,0.160353225,2.70227434
GA,Wilcox,13315,0.020435313,0.000187266,0.001398486,0.001388182,0,0.014918843,0,0,0,0.002542536,8577,2.382571191,0.0218335,0.163050693,0.161849322,0,1.739401109,0,0,0,0.296436567,2.035837676
GA,Wilkes,13317,0.046795717,0.000730536,0.014865031,0.003580333,0,0.023414893,0,0.000587061,0.001475689,0.002142175,10687,4.378751507,0.068357434,1.390945185,0.335017559,0,2.190969706,0,0.054932255,0.138082606,0.200446763,2.58443133
GA,Wilkinson,13319,0.138474078,0.000296096,0.103976699,0.002478954,0,0.029539734,0,0,0,0.002182595,10220,13.54932266,0.028972175,10.17384533,0.242559083,0,2.890384932,0,0,0,0.213561134,3.103946066
GA,Worth,13321,0.064390647,0.000813921,0.001584989,0.003591156,0,0.05225419,0,0.000322072,0.000809589,0.005014729,21967,2.931244459,0.037052001,0.072153172,0.163479584,0,2.378758604,0,0.014661636,0.036854789,0.228284673,2.658559702
HI,Hawaii,15001,0.747868586,0.005001651,0.013106366,0.011885445,0.184020825,0.27084518,0,0.036538665,0.205821607,0.020648847,148677,5.030156556,0.033641057,0.088153282,0.079941382,1.237722207,1.821701946,0,0.24575869,1.384354053,0.138883938,3.590698627
HI,Honolulu,15003,2.894832223,0.033897349,0.26941131,0.015167544,1.217013276,0.749597002,0,0.080143454,0.451446561,0.078155727,876156,3.304014608,0.038688714,0.307492398,0.017311465,1.389037199,0.855551982,0,0.091471672,0.515258197,0.089202981,1.551484832
HI,Kalawao,15005,0.00580649,0,0,0,0,8.76665E-05,0,0.000861652,0.004853671,3.50019E-06,147,39.49993297,0,0,0,0,0.596370603,0,5.861580419,33.0181711,0.023810842,39.49993297
HI,Kauai,15007,0.278553387,0.002397486,0.002176508,0.005519629,0.037811924,0.067628732,0,0.022686487,0.12779255,0.012540071,58463,4.764609875,0.041008601,0.037228818,0.094412353,0.646766742,1.156778331,0,0.388048622,2.185870547,0.21449586,3.945193361
HI,Maui,15009,0.744584085,0.02703184,0.019982208,0.005045155,0.243069109,0.127588027,0,0.046171929,0.260085601,0.015610217,128094,5.812794397,0.211031275,0.155996444,0.039386347,1.897583878,0.996049986,0,0.360453484,2.03042766,0.121865323,3.508796453
ID,Ada,16001,0.964520538,0.085975591,0.238808431,0.125158622,0,0.364982632,0,0.025538905,0.064196753,0.059859604,300904,3.205409493,0.28572432,0.793636611,0.415942035,0,1.212953738,0,0.084873931,0.213346294,0.198932564,1.710106526
ID,Adams,16003,0.018001232,0.00085238,0.001860679,0.000823308,0,0.008486822,0,0.001330795,0.003345198,0.001302051,3476,5.178720459,0.245218517,0.535293076,0.236855067,0,2.441548345,0,0.382852403,0.962370021,0.374583029,4.161353799
ID,Bannock,16005,1.7784394,0.015050354,1.615159322,0.033553145,0,0.066780037,0.037412461,0,0,0.010484081,75565,23.53522662,0.199170965,21.37443686,0.444030239,0,0.88374296,0.495103042,0,0,0.138742555,1.022485515
ID,Bear Lake,16007,0.048813623,0.001112396,0.019167177,0.003464084,0,0.01565369,0,0.000817849,0.002055815,0.006542612,6411,7.614041929,0.173513706,2.989732844,0.540334382,0,2.441692433,0,0.12756958,0.320669966,1.020529017,3.910460996
ID,Benewah,16009,0.040247989,0.002271143,0.004955781,0.001076825,0,0.022393078,0,0.001191667,0.002995477,0.005364019,9171,4.388615112,0.247643996,0.540375195,0.117416259,0,2.441726923,0,0.129938611,0.326624923,0.584889205,3.483179662
ID,Bingham,16011,0.262585516,0.006615893,0.109715408,0.014816191,0,0.101909516,0,0.004645173,0.0116765,0.013206835,41735,6.291733945,0.158521468,2.628858464,0.35500638,0,2.441823796,0,0.111301611,0.279777156,0.31644507,3.149347633
ID,Blaine,16013,0.116259056,0.010917898,0.013179764,0.005680813,0,0.046372181,0,0.008024533,0.020171141,0.011912726,18991,6.121797496,0.574898531,0.694000524,0.299131864,0,2.441797735,0,0.422544007,1.062142123,0.627282712,4.553766578
ID,Boise,16015,0.023690326,0.001099111,0.0023857,0.001087628,0,0.016286176,0,0,0,0.00283171,6670,3.551772961,0.164784231,0.357676225,0.163062708,0,2.441705512,0,0,0,0.424544285,2.866249797
ID,Bonner,16017,0.173474496,0.010806762,0.0390596,0.006487235,0,0.089944575,0,0.004872272,0.012247351,0.0100567,36835,4.70950173,0.293382989,1.060393659,0.176116064,0,2.441823677,0,0.132272881,0.332492226,0.273020233,3.179609018
ID,Bonneville,16019,0.211900316,0.023090224,0.053128352,0.028778828,0,0.07300263,0,0.005393926,0.013558629,0.014947725,82522,2.56780393,0.27980689,0.643808345,0.348741287,0,0.884644461,0,0.065363494,0.164303205,0.181136248,1.295447408
ID,Boundary,16021,0.114360574,0.002755108,0.069088289,0.001808367,0,0.02410234,0,0.003546184,0.00891399,0.004146295,9871,11.58551048,0.279111296,6.999117558,0.18320002,0,2.441732374,0,0.359252757,0.903048307,0.420048169,4.124081608
ID,Butte,16023,0.017525684,0.000551095,0.002291585,0.002272061,0,0.007077774,0,0.001032453,0.002595258,0.001705459,2899,6.045423888,0.190098253,0.790474168,0.783739414,0,2.441453767,0,0.356141,0.895225267,0.588292018,4.281112052
ID,Camas,16025,0.005455959,0.000181669,0.000393604,0.000230799,0,0.002418768,0,0,0,0.002231119,991,5.505508381,0.183318601,0.397178788,0.232895443,0,2.440734582,0,0,0,2.251380966,4.692115548
ID,Canyon,16027,0.424002504,0.032063164,0.118067183,0.03997728,0,0.127608568,0,0.023017841,0.057859591,0.025408877,131441,3.225800963,0.243935792,0.898252319,0.304146193,0,0.970842948,0,0.175119185,0.440194394,0.193310132,1.779466659
ID,Caribou,16029,0.040766028,0.010907676,0.00181865,0.004304876,0,0.017834205,0,0,0,0.005900621,7304,5.581329083,1.493383957,0.248993638,0.589386039,0,2.441703859,0,0,0,0.80786159,3.249565449
ID,Cassia,16031,0.094483978,0.005006524,0.006071962,0.0077069,0,0.052293613,0,0.003550601,0.008925088,0.010929291,21416,4.411840586,0.233774953,0.283524538,0.359866446,0,2.44180115,0,0.165791957,0.416748587,0.510332955,3.534674649
ID,Clark,16033,0.035121168,0.000126867,0.02283254,0.000748851,0,0.002494469,0,0,0,0.00891844,1022,34.36513477,0.124135996,22.34103756,0.732731206,0,2.440772222,0,0,0,8.72645778,11.16723
ID,Clearwater,16035,0.039163208,0.002134531,0.004715201,0.001028467,0,0.021804662,0,0.001369589,0.003442716,0.004668042,8930,4.385577641,0.239029237,0.528018019,0.115169867,0,2.441731465,0,0.153369483,0.385522547,0.522737024,3.503360519
ID,Custer,16037,0.027467115,0.001102996,0.001200494,0.00151103,0,0.010601347,0,0.002568966,0.006457571,0.004024711,4342,6.325913207,0.254029423,0.276484152,0.348003136,0,2.441581625,0,0.59165511,1.487234129,0.926925633,5.447396496
ID,Elmore,16039,0.122153514,0.003332981,0.013189734,0.010814389,0.009670258,0.071129996,0,0.002219528,0.005579195,0.006217433,29130,4.193392158,0.114417487,0.452788658,0.371245756,0.331969039,2.441812421,0,0.076193897,0.191527457,0.213437442,2.922971217
ID,Franklin,16041,0.044211108,0.002011836,0.002417385,0.006935503,0,0.027662653,0,0.000433409,0.001089457,0.003660864,11329,3.902472256,0.177582845,0.213380249,0.612190232,0,2.441755952,0,0.03825664,0.096165338,0.323141,2.89931893
ID,Fremont,16043,0.048537533,0.002341024,0.005152499,0.004485767,0,0.028859116,0,0,0,0.007699126,11819,4.106737689,0.198072971,0.435950524,0.37953865,0,2.441756125,0,0,0,0.651419419,3.093175544
ID,Gem,16045,0.052115756,0.002351992,0.005840743,0.005088862,0,0.037068586,0,0,0,0.001765573,15181,3.432959326,0.154929974,0.384740342,0.335212566,0,2.44177498,0,0,0,0.116301464,2.558076445
ID,Gooding,16047,0.056719002,0.002678095,0.003238496,0.005414278,0,0.034563341,0,0.00190087,0.004778186,0.004145737,14155,4.006994127,0.189197799,0.22878812,0.382499342,0,2.441776109,0,0.134289643,0.337561692,0.292881422,3.206508866
ID,Idaho,16049,0.069129375,0.003803584,0.008358829,0.002020823,0,0.037874424,0,0.002689384,0.006760263,0.007622068,15511,4.456796772,0.245218468,0.538896868,0.13028321,0,2.441778378,0,0.173385571,0.435836678,0.4913976,3.542398226
ID,Jefferson,16051,0.071983872,0.003017906,0.005423888,0.008187116,0,0.04677278,0,0,0,0.008582182,19155,3.757967726,0.157551892,0.283157843,0.427414026,0,2.441805249,0,0,0,0.448038715,2.889843965
ID,Jerome,16053,0.073870352,0.003619907,0.004380135,0.006130496,0,0.044787188,0,0.002659059,0.006684033,0.005609534,18342,4.027388067,0.197356173,0.238803569,0.334232684,0,2.441783218,0,0.144971027,0.364411364,0.305830032,3.256995641
ID,Kootenai,16055,0.448394267,0.031967242,0.119104471,0.023858763,0.120613019,0.096147899,0,0.010135621,0.025477751,0.021089502,108685,4.125631573,0.294127448,1.095868525,0.219522128,1.109748531,0.884647364,0,0.093256852,0.234418286,0.194042438,1.40636494
ID,Latah,16057,0.127910296,0.008069165,0.016466023,0.008811657,0,0.085305007,0,0,0,0.009258444,34935,3.661379589,0.230976518,0.471333144,0.252230067,0,2.441820719,0,0,0,0.265019142,2.706839861
ID,Lemhi,16059,0.044677855,0.00256948,0.005645998,0.003337356,0,0.019060069,0,0.002931174,0.007368045,0.003765733,7806,5.723527366,0.329167267,0.723289458,0.427537313,0,2.441720318,0,0.37550271,0.943895119,0.48241518,4.243533327
ID,Lewis,16061,0.022700494,0.000960847,0.002112425,0.000751382,0,0.009148582,0,0.001368807,0.003440747,0.004917705,3747,6.05831159,0.256430897,0.56376435,0.200528915,0,2.441575024,0,0.365307363,0.918267205,1.312437836,5.037587428
ID,Lincoln,16063,0.014817072,0.000671358,0.000811704,0.001442422,0,0.009873732,0,0,0,0.002017855,4044,3.663964283,0.166013263,0.200718201,0.356682043,0,2.441575788,0,0,0,0.498974988,2.940550776
ID,Madison,16065,0.120602174,0.004585461,0.018957867,0.006688714,0,0.067069137,0,0.004567398,0.011480994,0.007252603,27467,4.390802559,0.166944367,0.690205211,0.243518195,0,2.441807877,0,0.166286753,0.417992291,0.264047865,3.290134786
ID,Minidoka,16067,0.071604932,0.003070284,0.005688258,0.006042362,0,0.0492608,0,0,0,0.007543228,20174,3.549367112,0.152190158,0.281959839,0.29951234,0,2.441796371,0,0,0,0.373908404,2.815704775
ID,Nez Perce,16069,0.197628337,0.00978956,0.047121764,0.01762668,0,0.091348646,0,0.006192133,0.01556507,0.009984484,37410,5.282767619,0.261682967,1.259603412,0.47117562,0,2.441824265,0,0.165520805,0.416067097,0.266893453,3.29030562
ID,Oneida,16071,0.018987329,0.000565512,0.000699176,0.003833054,0,0.010071597,0,0,0,0.003817989,4125,4.602988755,0.137093927,0.169497219,0.92922516,0,2.441599281,0,0,0,0.925573168,3.367172449
ID,Owyhee,16073,0.042147557,0.001274677,0.002822999,0.004378577,0,0.02598988,0,0.000870139,0.002187255,0.00462403,10644,3.959747923,0.119755437,0.265219725,0.411365721,0,2.441739934,0,0.081749279,0.20549186,0.434425968,3.163407041
ID,Payette,16075,0.073061523,0.00324358,0.007339058,0.008811286,0,0.050247219,0,0,0,0.00342038,20578,3.550467654,0.157623667,0.356645815,0.42818963,0,2.441793148,0,0,0,0.166215393,2.608008542
ID,Power,16077,0.059410424,0.001137815,0.009076363,0.003059121,0,0.018405631,0,0.005689781,0.014302317,0.007739396,7538,7.88145716,0.150943858,1.204081096,0.405826671,0,2.441712782,0,0.754813076,1.897362259,1.026717418,6.120605535
ID,Shoshone,16079,0.057246716,0.003005514,0.006597151,0.007047039,0,0.033625707,0,0.00113311,0.002848284,0.00298991,13771,4.157048575,0.218249516,0.479061161,0.511730369,0,2.441776727,0,0.08228235,0.206832036,0.217116415,2.948007528
ID,Teton,16081,0.035061599,0.002034919,0.004453092,0.001547148,0,0.014647567,0,0.002209642,0.005554344,0.004614887,5999,5.844573902,0.339209753,0.742305681,0.257900956,0,2.441668172,0,0.368334998,0.925878316,0.769276026,4.505157512
ID,Twin Falls,16083,0.18228491,0.018973447,0.038305474,0.028429201,0,0.05686826,0,0.007364684,0.018512487,0.013831357,64284,2.835618664,0.295150377,0.595878813,0.442243814,0,0.884640975,0,0.114564801,0.287979705,0.21516018,1.502345661
ID,Valley,16085,0.061978021,0.003940087,0.008632105,0.001277455,0,0.018681551,0,0.006744098,0.016952533,0.005750192,7651,8.10064317,0.514976751,1.12823222,0.166965758,0,2.441713664,0,0.881466171,2.215727782,0.751560823,6.29046844
ID,Washington,16087,0.042880528,0.001725028,0.003818014,0.004085743,0,0.024361286,0,0.001652051,0.004152734,0.003085672,9977,4.297938075,0.172900458,0.382681585,0.409516167,0,2.441744622,0,0.165585923,0.416230744,0.309278575,3.332839864
IL,Adams,17001,0.243143348,0.023989601,0.070320441,0.039723828,0.001436416,0.075033904,0,0.003826352,0.009618237,0.019194569,68277,3.561131094,0.351356982,1.029928683,0.581803947,0.021038069,1.098963106,0,0.056041593,0.140870827,0.281127887,1.577003412
IL,Alexander,17003,0.044113555,0.001079118,0.011176834,0.004997486,0,0.017979164,0,0.001207113,0.003034302,0.004639538,9590,4.599953569,0.112525324,1.165467525,0.521114274,0,1.874782487,0,0.125872083,0.316402724,0.483789152,2.800846446
IL,Bond,17005,0.075245004,0.001737922,0.004640693,0.009223175,0,0.043024814,0,0.002840851,0.007141007,0.006636542,17633,4.267283162,0.098560741,0.263182297,0.52306327,0,2.440016678,0,0.161109922,0.40497972,0.376370534,3.382476854
IL,Boone,17007,0.182033726,0.004135913,0.029291348,0.023728532,0,0.07633781,0,0.009903259,0.024893669,0.013743194,41786,4.356332884,0.098978449,0.700984729,0.567858423,0,1.826875272,0,0.236999444,0.595741855,0.328894712,2.988511284
IL,Brown,17009,0.016761092,0.0002903,0.000384697,0.003019879,0,0.00852349,0,0.000447159,0.001124016,0.002971552,6950,2.411667964,0.041769762,0.055352063,0.434514976,0,1.226401384,0,0.06433937,0.161728973,0.427561436,1.880031163
IL,Bureau,17011,0.148492301,0.014846479,0.011993853,0.024001876,0.000648043,0.078958943,0,0,0,0.018043108,35503,4.182528277,0.418175345,0.337826457,0.676052046,0.01825319,2.224007635,0,0,0,0.508213604,2.732221239
IL,Calhoun,17013,0.014663238,0.000335215,0.000327809,0.002779925,0,0.005820697,0,0,0,0.005399592,5084,2.884193178,0.065935346,0.064478573,0.546798736,0,1.144905047,0,0,0,1.062075476,2.206980523
